Source	URL	Bias	Score
MetroWest Daily News	https://mediabiasfactcheck.com/metrowest-daily-news/	LB	0.75
Bozeman Daily Chronicle	https://mediabiasfactcheck.com/bozeman-daily-chronicle/	LB	0.75
Mother Jones	https://mediabiasfactcheck.com/mother-jones/	LC	4.75
McClatchy DC	https://mediabiasfactcheck.com/mcclatchydc/	LC	3.25
The Moderate Voice	https://mediabiasfactcheck.com/the-moderate-voice/	LC	3.75
USA Today	https://mediabiasfactcheck.com/usa-today-2/	LC	2.75
(The) Atlantic	https://mediabiasfactcheck.com/the-atlantic/	LC	3.5
(The) Interpreter Magazine	https://mediabiasfactcheck.com/the-interpreter-magazine/	LC	2.5
ABC News	https://mediabiasfactcheck.com/abc-news/	LC	3.5
Above the Law	https://mediabiasfactcheck.com/above-the-law/	LC	3
ACLU	https://mediabiasfactcheck.com/american-civil-liberties-union-aclu/	LC	3.25
Aeon	https://mediabiasfactcheck.com/aeon/	LC	3
Akron Beacon Journal	https://mediabiasfactcheck.com/akron-beacon-journal/	LC	3
Al Jazeera	https://mediabiasfactcheck.com/al-jazeera/	LC	2.75
Al Monitor	https://mediabiasfactcheck.com/al-monitor/	LC	3.25
Alan Guttmacher Institute	https://mediabiasfactcheck.com/alan-guttmacher-institute/	LC	3.5
Alaska Dispatch News	https://mediabiasfactcheck.com/alaska-dispatch-news/	LC	3
Albany Times-Union	https://mediabiasfactcheck.com/albany-times-union/	LC	2.25
AM New York	https://mediabiasfactcheck.com/am-new-york/	LC	3.75
America Magazine	https://mediabiasfactcheck.com/america-magazine/	LC	2.25
Anti Defamation League	https://mediabiasfactcheck.com/anti-defamation-league/	LC	3
AOL	https://mediabiasfactcheck.com/aol/	LC	3.5
Ara News	https://mediabiasfactcheck.com/ara-news/	LC	2.75
Arizona Daily Star	https://mediabiasfactcheck.com/arizona-daily-star/	LC	3.25
Asheville Citizen-Times	https://mediabiasfactcheck.com/asheville-citizen-times/	LC	2.5
Atlanta Journal-Constitution	https://mediabiasfactcheck.com/atlanta-journal-constitution/	LC	3.25
ATTN:	https://mediabiasfactcheck.com/attn/	LC	2.75
Axios	https://mediabiasfactcheck.com/axios/	LC	2.75
BackChannel	https://mediabiasfactcheck.com/backchannel/	LC	2.5
Baltimore Sun	https://mediabiasfactcheck.com/baltimore-sun/	LC	3.5
Baptist News Global	https://mediabiasfactcheck.com/baptist-news-global/	LC	2.5
BBC News	https://mediabiasfactcheck.com/bbc/	LC	2.25
Beijing Review	https://mediabiasfactcheck.com/beijing-review/	LC	4.75
Berkshire Eagle	https://mediabiasfactcheck.com/berkshire-eagle/	LC	3
BillMoyers.com	https://mediabiasfactcheck.com/billmoyers-com/	LC	2.75
Bloomberg	https://mediabiasfactcheck.com/bloomberg/	LC	2.25
Bluestem Prairie	https://mediabiasfactcheck.com/bluestem-prairie/	LC	3.75
Boston Globe	https://mediabiasfactcheck.com/boston-globe/	LC	3.25
Boy Genius Report	https://mediabiasfactcheck.com/boy-genius-report-bgr/	LC	3.25
Brookings Institute	https://mediabiasfactcheck.com/brookings-institute/	LC	2.75
Buffalo News	https://mediabiasfactcheck.com/buffalo-news/	LC	3.25
Business Insider	https://mediabiasfactcheck.com/business-insider/	LC	3.25
Bustle Magazine	https://mediabiasfactcheck.com/bustle-magazine/	LC	4
Buzzfeed	https://mediabiasfactcheck.com/buzzfeed/	LC	4.75
Calgary Herald	https://mediabiasfactcheck.com/calgary-herald/	LC	3.5
Carolina Public Press	https://mediabiasfactcheck.com/carolina-public-press/	LC	3.5
CBC News	https://mediabiasfactcheck.com/cbc-news-canadian-broadcasting/	LC	3.5
CBS News	https://mediabiasfactcheck.com/cbs-news/	LC	3.75
CCTV	https://mediabiasfactcheck.com/cctv-america/	LC	3
Center for International Policy	https://mediabiasfactcheck.com/center-for-international-policy/	LC	3.5
Center on Budget and Policy Priorities	https://mediabiasfactcheck.com/the-center-on-budget-and-policy-priorities/	LC	2.75
Charleston Gazette Mail	https://mediabiasfactcheck.com/charleston-gazette-mail/	LC	2.75
Charlotte Observer	https://mediabiasfactcheck.com/charlotte-observer/	LC	3
Chicago Reporter	https://mediabiasfactcheck.com/the-chicago-reporter/	LC	4.75
Chicago Sun-Times	https://mediabiasfactcheck.com/chicago-sun-times/	LC	4.25
Citizens for Legitimate Government	https://mediabiasfactcheck.com/citizens-for-legitimate-government-clg-news/	LC	4.5
Citizens for Tax Justice	https://mediabiasfactcheck.com/citizens-for-tax-justice/	LC	3.25
Clean Technica	https://mediabiasfactcheck.com/clean-technica/	LC	2
CNBC	https://mediabiasfactcheck.com/cnbc/	LC	3.25
Columbia Journalism Review	https://mediabiasfactcheck.com/columbia-journalism-review/	LC	2.75
CommonWealth fund	https://mediabiasfactcheck.com/commonwealth-fund/	LC	3
Council for the National Interest	https://mediabiasfactcheck.com/council-for-the-national-interest/	LC	4
Credo Action	https://mediabiasfactcheck.com/credo-action/	LC	3.75
CrossCut.com	https://mediabiasfactcheck.com/crosscut-com/	LC	4.25
CTV	https://mediabiasfactcheck.com/ctv-news/	LC	3.25
Deadline Hollywood	https://mediabiasfactcheck.com/deadline-hollywood/	LC	3.25
Democrat and Chronicle	https://mediabiasfactcheck.com/democrat-and-chronicle/	LC	2.75
Denver Post	https://mediabiasfactcheck.com/denver-post/	LC	2.5
Detroit Free Press	https://mediabiasfactcheck.com/detroit-free-press/	LC	3
Digg	https://mediabiasfactcheck.com/digg/	LC	2.75
Dutch Daily News	https://mediabiasfactcheck.com/dutch-daily-news/	LC	3.25
DW News	https://mediabiasfactcheck.com/dw-news/	LC	3.25
East Bay Times	https://mediabiasfactcheck.com/east-bay-times/	LC	2.75
Edmonton Journal	https://mediabiasfactcheck.com/edmonton-journal/	LC	3
El Pais	https://mediabiasfactcheck.com/el-pais/	LC	3
El Paso Times	https://mediabiasfactcheck.com/el-paso-times/	LC	2.5
Emirates 24/7	https://mediabiasfactcheck.com/emirates-247/	LC	2.5
Engadget	https://mediabiasfactcheck.com/engadget/	LC	3.25
EU Observer	https://mediabiasfactcheck.com/eu-observer/	LC	3.25
EurActiv	https://mediabiasfactcheck.com/euractiv/	LC	4.25
Fact/Myth	https://mediabiasfactcheck.com/factmyth/	LC	2.75
Fairness and Accuracy in Reporting	https://mediabiasfactcheck.com/fairness-accuracy-in-reporting-fair/	LC	4
FairVote	https://mediabiasfactcheck.com/fairvote/	LC	2.5
Feminst Frequency	https://mediabiasfactcheck.com/feminist-frequency/	LC	2.5
Fifth Column News	https://mediabiasfactcheck.com/fifth-column-news/	LC	4.5
FivethirtyEight	https://mediabiasfactcheck.com/fivethirtyeight/	LC	2.75
France 24	https://mediabiasfactcheck.com/france24/	LC	3
Freakonomics	https://mediabiasfactcheck.com/freakonomics-radio/	LC	2.75
Free Press	https://mediabiasfactcheck.com/free-press/	LC	4
Fresno Bee	https://mediabiasfactcheck.com/fresno-bee/	LC	3
Fusion	https://mediabiasfactcheck.com/fusion/	LC	4.5
Global News	https://mediabiasfactcheck.com/global-news/	LC	3
Global Post	https://mediabiasfactcheck.com/global-post/	LC	2.5
Global Times	https://mediabiasfactcheck.com/global-times-china/	LC	2.5
Governing Magazine	https://mediabiasfactcheck.com/governing-magazine/	LC	2.5
Greensboro News and Record	https://mediabiasfactcheck.com/greensboro-news-and-record/	LC	2.75
Haaretz	https://mediabiasfactcheck.com/haaretz/	LC	4.5
Harpers	https://mediabiasfactcheck.com/harpers/	LC	2.5
Hartford Courant	https://mediabiasfactcheck.com/the-hartford-courant/	LC	3
Heavy	https://mediabiasfactcheck.com/heavy/	LC	4
Helsinki Times	https://mediabiasfactcheck.com/helsinki-times/	LC	3
History News Network	https://mediabiasfactcheck.com/history-news-network/	LC	3.25
Hollywood Reporter	https://mediabiasfactcheck.com/hollywood-reporter/	LC	3.25
Honolulu Star-Advertiser	https://mediabiasfactcheck.com/honolulu-star-advertiser/	LC	2.75
Houston Chronicle	https://mediabiasfactcheck.com/houston-chronicle/	LC	2.5
Human Rights Watch	https://mediabiasfactcheck.com/human-rights-watch/	LC	2.5
Hurrtiyet Daily News	https://mediabiasfactcheck.com/hurriyet-daily-news/	LC	3
Ice News	https://mediabiasfactcheck.com/ice-news/	LC	3.25
If America Knew	https://mediabiasfactcheck.com/if-america-knew/	LC	4.75
Independent Media Center	https://mediabiasfactcheck.com/independent-media-center/	LC	4.25
Indianapolis Star	https://mediabiasfactcheck.com/indianapolis-star/	LC	3
Inquisitr	https://mediabiasfactcheck.com/inquisitr/	LC	3.5
Inside Higher Ed	https://mediabiasfactcheck.com/inside-higher-ed/	LC	2.75
International Center for Research on Women	https://mediabiasfactcheck.com/international-center-for-research-on-women/	LC	2.75
International Crisis Group	https://mediabiasfactcheck.com/international-crisis-group/	LC	3
Ipolitics	https://mediabiasfactcheck.com/ipolitics/	LC	2.75
Joint Center for Polititical and Economic Studies	https://mediabiasfactcheck.com/joint-center-for-political-and-economic-studies/	LC	3.25
Journal Politics and Society	https://mediabiasfactcheck.com/journal-of-politics-and-society/	LC	2.5
Kansas City Star	https://mediabiasfactcheck.com/kansas-city-star/	LC	2.75
KMOV	https://mediabiasfactcheck.com/kmov/	LC	2.75
Knight Foundation	https://mediabiasfactcheck.com/knight-foundation/	LC	3
KUOW NPR	https://mediabiasfactcheck.com/kuow-npr/	LC	3.25
LA Times	https://mediabiasfactcheck.com/la-times-los-angeles-times/	LC	3.5
LawNewz	https://mediabiasfactcheck.com/law-newz/	LC	3.75
Left Justified	https://mediabiasfactcheck.com/left-justified/	LC	2.5
Lethbridge Herald	https://mediabiasfactcheck.com/lethbridge-herald/	LC	3
Lexington Herald Leader	https://mediabiasfactcheck.com/lexington-herald-leader/	LC	3
Live Leak	https://mediabiasfactcheck.com/liveleak/	LC	3
Medium	https://mediabiasfactcheck.com/medium/	LC	3.25
Metro	https://mediabiasfactcheck.com/metro/	LC	3
Metro UK	https://mediabiasfactcheck.com/metro-uk/	LC	4
Mexico Daily News	https://mediabiasfactcheck.com/mexico-daily-news/	LC	2.5
Miami Herald	https://mediabiasfactcheck.com/miami-herald/	LC	3
Miami New Times	https://mediabiasfactcheck.com/miami-new-times/	LC	3.75
MIC	https://mediabiasfactcheck.com/mic/	LC	4
Milwaukee Journal-Sentinal	https://mediabiasfactcheck.com/milwaukee-journal-sentinel/	LC	2.5
Minneapolis Star-Tribune	https://mediabiasfactcheck.com/minneapolis-star-tribune/	LC	2.5
Mint Press News	https://mediabiasfactcheck.com/mint-press-news/	LC	4.75
Monthy Review	https://mediabiasfactcheck.com/monthly-review/	LC	3.5
Montreal Gazette	https://mediabiasfactcheck.com/montreal-gazette/	LC	3.5
Morning Consult	https://mediabiasfactcheck.com/morning-consult/	LC	2.5
Moscow Times	https://mediabiasfactcheck.com/moscow-times/	LC	4.5
Natural Resource Governance Institute	https://mediabiasfactcheck.com/natural-resource-governance-institute/	LC	2.5
NBC News	https://mediabiasfactcheck.com/nbc-news/	LC	4
NC Policy Watch	https://mediabiasfactcheck.com/nc-policy-watch/	LC	4
New Left Review	https://mediabiasfactcheck.com/new-left-review/	LC	3.5
New Matilda	https://mediabiasfactcheck.com/new-matilda/	LC	4.25
New Moderate	https://mediabiasfactcheck.com/new-moderate/	LC	3.25
New York Daily News	https://mediabiasfactcheck.com/new-york-daily-news/	LC	4.25
New York Times	https://mediabiasfactcheck.com/new-york-times/	LC	3.5
News and Guts	https://mediabiasfactcheck.com/news-and-guts/	LC	3
News.com.au	https://mediabiasfactcheck.com/news-com-au/	LC	3.5
Newsday	https://mediabiasfactcheck.com/newsday/	LC	4.75
NewsOne	https://mediabiasfactcheck.com/newsone/	LC	4.75
Newsy	https://mediabiasfactcheck.com/newsy/	LC	2.5
NPR	https://mediabiasfactcheck.com/npr/	LC	3
Oil and Water Don't Mix	https://mediabiasfactcheck.com/oil-and-water-dont-mix/	LC	2.5
openDemocracy	https://mediabiasfactcheck.com/opendemocracy/	LC	4.5
Opposing Views	https://mediabiasfactcheck.com/opposing-views/	LC	4
Ozy Media	https://mediabiasfactcheck.com/ozy-media/	LC	3.75
PanAm Post	https://mediabiasfactcheck.com/panam-post/	LC	2.75
PBS News Hour	https://mediabiasfactcheck.com/pbs-news-hour/	LC	2.25
Philadelphia Inquirer	https://mediabiasfactcheck.com/philadelphia-inquirer/	LC	2.5
Philippine Daily Inquirer	https://mediabiasfactcheck.com/philippine-daily-inquirer/	LC	2.5
Political Critique	https://mediabiasfactcheck.com/political-critique/	LC	3
Portland Press-Herald	https://mediabiasfactcheck.com/portland-press-herald/	LC	2.75
Press TV	https://mediabiasfactcheck.com/press-tv/	LC	3.5
PRI	https://mediabiasfactcheck.com/public-radio-international-pri/	LC	3
Propublica	https://mediabiasfactcheck.com/propublica/	LC	3.25
Prospect Magazine	https://mediabiasfactcheck.com/prospect-magazine/	LC	3.25
Providence Journal	https://mediabiasfactcheck.com/the-providence-journal/	LC	2.75
Quartz	https://mediabiasfactcheck.com/quartz/	LC	3.25
Radio Free Asia	https://mediabiasfactcheck.com/radio-free-asia/	LC	2.25
Raleigh News & Observer	https://mediabiasfactcheck.com/raleigh-news-observer/	LC	2.75
RationalWiki	https://mediabiasfactcheck.com/rationalwiki/	LC	3.5
Real News Network	https://mediabiasfactcheck.com/real-news-network/	LC	4.5
Reveal	https://mediabiasfactcheck.com/reveal-center-for-investigative-reporting/	LC	3
Roanoke Times	https://mediabiasfactcheck.com/roanoke-times/	LC	2.5
Rolling Stone	https://mediabiasfactcheck.com/rolling-stone/	LC	4.25
Roosevelt Institute	https://mediabiasfactcheck.com/roosevelt-institute/	LC	3.75
Rudaw	https://mediabiasfactcheck.com/rudaw/	LC	2.75
Sacramento Bee	https://mediabiasfactcheck.com/sacramento-bee/	LC	3
Salt Lake Tribune	https://mediabiasfactcheck.com/salt-lake-tribune/	LC	3.25
San Antonio Express	https://mediabiasfactcheck.com/san-antonio-express-news/	LC	2.75
San Francisco Chronicle	https://mediabiasfactcheck.com/san-francisco-chronicle/	LC	4
San Jose Mercury News	https://mediabiasfactcheck.com/san-jose-mercury-news/	LC	3.25
ScoopWhoop	https://mediabiasfactcheck.com/scoopwhoop/	LC	4.75
Seattle Post-Intelligencer	https://mediabiasfactcheck.com/seattle-post-intelligencer/	LC	3.5
Seattle Times	https://mediabiasfactcheck.com/seattle-times/	LC	3.5
Second Nexus	https://mediabiasfactcheck.com/second-nexus/	LC	4.25
Sky News	https://mediabiasfactcheck.com/sky-news/	LC	3.25
Sojourners	https://mediabiasfactcheck.com/sojourners-soho/	LC	3.75
SooToday.com	https://mediabiasfactcheck.com/sootoday-com/	LC	3.25
Southern Poverty Law Center	https://mediabiasfactcheck.com/southern-poverty-law-center/	LC	2.25
Special Broadcasting Service	https://mediabiasfactcheck.com/special-broadcasting-service-sbs/	LC	2.5
Spiegel Online	https://mediabiasfactcheck.com/spiegel-online/	LC	3.25
St. Louis Post-Dispatch	https://mediabiasfactcheck.com/st-louis-post-dispatch/	LC	3
Star Ledger	https://mediabiasfactcheck.com/star-ledger/	LC	3.25
Staten Island Advance	https://mediabiasfactcheck.com/staten-island-advance/	LC	3
Stop Fake	https://mediabiasfactcheck.com/stopfake/	LC	3.25
Syrian Observatory for Human Rights (SOHR)	https://mediabiasfactcheck.com/syrian-observatory-for-human-rights-sohr/	LC	3.75
Tampa Bay Times	https://mediabiasfactcheck.com/tampa-bay-times/	LC	3.25
The Age (Australia)	https://mediabiasfactcheck.com/the-age-australia/	LC	3
The Century Foundation	https://mediabiasfactcheck.com/the-century-foundation/	LC	4
The Christian Left	https://mediabiasfactcheck.com/the-christian-left/	LC	4.25
The Courier-Journal	https://mediabiasfactcheck.com/the-courier-journal/	LC	2.75
The Daily Climate	https://mediabiasfactcheck.com/the-daily-climate/	LC	3.75
The Economic Times	https://mediabiasfactcheck.com/the-economic-times/	LC	2.25
The Forward	https://mediabiasfactcheck.com/the-forward/	LC	3.25
The Guardian	https://mediabiasfactcheck.com/the-guardian/	LC	4
The Hill	https://mediabiasfactcheck.com/the-hill/	LC	2.25
The Hindu	https://mediabiasfactcheck.com/the-hindu/	LC	2.5
The Independent	https://mediabiasfactcheck.com/the-independent/	LC	4
The Intercept	https://mediabiasfactcheck.com/the-intercept/	LC	5.25
The Irish Times	https://mediabiasfactcheck.com/the-irish-times/	LC	2.75
The Irrawaddy	https://mediabiasfactcheck.com/the-irrawaddy/	LC	4
The Jerusalem Report	https://mediabiasfactcheck.com/the-jerusalem-report/	LC	3.25
The Journal News	https://mediabiasfactcheck.com/the-journal-news/	LC	2.5
The Local (Norway)	https://mediabiasfactcheck.com/the-local-norway/	LC	2.5
The Monthly (Australia)	https://mediabiasfactcheck.com/the-monthly-australia/	LC	2.5
The Nation Institute	https://mediabiasfactcheck.com/the-nation-institute/	LC	3
The News Tribune	https://mediabiasfactcheck.com/the-news-tribune/	LC	3
The Observer (UK)	https://mediabiasfactcheck.com/the-observer/	LC	4
The Oslo Times	https://mediabiasfactcheck.com/the-oslo-times/	LC	3
The Plain Dealer	https://mediabiasfactcheck.com/the-plain-dealer/	LC	2.5
The Record (New Jersey)	https://mediabiasfactcheck.com/the-record-new-jersey/	LC	2.5
The Stranger	https://mediabiasfactcheck.com/the-stranger/	LC	4.25
The Sun Magazine	https://mediabiasfactcheck.com/the-sun-magazine/	LC	4
The Sydney Morning Herald	https://mediabiasfactcheck.com/the-sydney-morning-herald/	LC	3
The Tab	https://mediabiasfactcheck.com/the-tab/	LC	3.5
The Tyee	https://mediabiasfactcheck.com/the-tyee/	LC	4.25
The Verge	https://mediabiasfactcheck.com/the-verge/	LC	3.5
The Week	https://mediabiasfactcheck.com/the-week/	LC	6
The Zero Hour	https://mediabiasfactcheck.com/the-zero-hour/	LC	2.75
Thomson Reuters Foundation	https://mediabiasfactcheck.com/thomson-reuters-foundation/	LC	3.5
Time Magazine	https://mediabiasfactcheck.com/time/	LC	4.75
Times Colonist	https://mediabiasfactcheck.com/times-colonist/	LC	3.25
Times of Israel	https://mediabiasfactcheck.com/times-of-israel/	LC	3.25
Times-Picayune	https://mediabiasfactcheck.com/the-times-picayune/	LC	3.5
To Inform is to Influence	https://mediabiasfactcheck.com/to-inform-is-to-influence/	LC	3.5
Tomdispatch.com	https://mediabiasfactcheck.com/tomdispatch-com/	LC	3
Toronto Star	https://mediabiasfactcheck.com/toronto-star/	LC	4.75
Unicorn Riot	https://mediabiasfactcheck.com/unicorn-riot/	LC	3
United Federation of Teachers	https://mediabiasfactcheck.com/united-federation-of-teachers-uft/	LC	3.75
Urban Institute	https://mediabiasfactcheck.com/urban-institute/	LC	3.5
UsNews and World Report	https://mediabiasfactcheck.com/us-news-world-report/	LC	2.75
